0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14,0,0,0,0,1,0,0,0,1,0,0,3,0,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0,0,0,0,1,0,0,0,1,0,0,3,0,1,1,1,2,0,0,0,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,0,0,0,0,1,0,0,0,1,0,0,4,0,1,1,1,2,1,0,0,2,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
25,0,0,0,0,1,0,0,0,1,1,0,5,0,1,1,1,2,1,0,0,2,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
38,0,0,0,0,1,0,0,0,1,1,0,6,0,1,1,1,2,1,0,0,4,9,0,0,0,0,0,0,3,0,0,1,6,0,0,0,2
44,0,0,0,0,1,0,0,0,1,1,0,6,0,1,2,1,2,2,0,0,5,10,0,0,0,0,0,0,4,0,0,1,6,0,0,0,3
53,0,0,0,0,1,0,0,0,1,1,0,6,0,1,2,1,2,2,0,0,6,13,0,0,0,0,0,0,4,0,0,1,9,0,2,0,3
67,0,0,0,0,1,0,0,0,1,3,0,7,0,1,2,1,2,2,0,0,8,21,0,0,0,0,0,0,5,0,0,1,9,0,2,0,3
81,0,1,0,0,1,0,0,0,1,5,0,9,0,2,2,1,3,2,0,0,8,26,0,0,0,0,0,0,5,0,0,1,11,0,2,0,3
94,0,1,0,0,1,0,0,0,1,5,0,10,0,2,2,1,3,2,0,0,11,32,0,0,0,0,0,0,5,1,0,3,11,0,2,0,3
116,0,1,0,0,1,0,0,0,1,6,0,11,0,2,2,1,3,2,0,0,13,45,0,0,0,0,0,0,7,1,0,5,11,0,3,0,3
132,0,3,0,0,1,0,0,0,1,6,0,12,2,2,2,1,3,2,0,0,15,52,0,0,0,0,0,0,7,2,0,6,11,0,3,0,3
159,0,4,0,0,1,0,0,0,1,8,0,14,2,2,3,1,3,2,0,0,21,64,0,0,0,0,1,0,8,2,0,7,11,0,3,0,3
179,0,4,0,0,1,0,0,0,1,8,0,16,2,2,3,1,4,2,0,0,24,72,0,0,0,0,1,0,9,3,0,8,11,0,4,0,5
225,0,6,0,0,1,0,0,0,1,11,0,18,2,2,4,2,5,2,0,0,33,97,0,0,0,0,1,0,10,3,0,8,12,0,4,0,5
247,0,6,0,1,1,0,0,0,1,13,0,19,2,2,4,2,5,2,0,0,37,109,0,0,0,0,1,0,11,3,0,9,12,0,4,0,5
287,0,6,0,1,1,0,0,0,1,18,0,22,2,2,4,2,5,3,0,0,41,126,0,0,0,0,1,0,12,9,0,10,14,0,5,0,5
329,0,7,0,1,1,0,0,0,1,23,0,24,3,2,4,3,5,3,0,0,44,148,0,0,0,0,1,0,12,11,0,11,16,0,5,0,7
356,0,7,0,1,1,0,0,0,1,27,0,26,3,2,4,3,7,3,0,0,51,159,0,0,0,0,1,0,12,11,0,11,17,0,5,0,7
393,0,11,0,1,1,0,0,0,1,29,0,28,3,2,4,3,9,3,0,0,54,177,0,0,0,0,1,0,13,11,0,12,18,0,8,0,7
420,0,14,0,1,1,0,0,0,1,31,0,33,3,2,4,3,11,3,0,0,54,186,0,1,0,0,1,0,13,11,0,14,18,0,11,0,7
446,0,14,0,1,1,0,0,0,1,37,0,36,3,2,4,3,12,3,0,0,56,193,0,1,0,0,1,0,14,11,0,15,18,0,13,0,10
484,0,14,0,1,1,0,0,0,1,41,0,41,3,2,5,3,12,3,0,0,70,200,0,1,0,0,1,0,14,17,0,15,18,0,14,0,10
519,0,16,0,1,2,0,0,0,1,42,0,53,3,2,5,3,13,3,0,0,70,210,0,1,0,0,1,0,16,21,0,15,18,0,14,0,12
557,0,17,0,1,2,0,0,0,1,44,0,63,3,2,5,3,15,3,0,0,73,222,0,1,0,0,1,0,16,23,0,15,21,0,17,0,12
590,0,20,0,1,2,0,0,0,1,46,0,71,3,2,5,3,15,3,0,0,77,231,0,1,0,0,1,0,16,25,0,17,23,0,18,0,12
643,0,22,0,1,2,0,0,0,1,46,0,90,3,2,5,3,16,3,0,0,81,250,0,1,0,0,1,0,16,26,0,18,23,0,21,0,15
679,0,24,0,1,2,0,0,0,1,47,0,103,3,2,5,3,16,3,0,0,81,268,0,1,0,0,1,0,16,27,0,18,24,0,21,0,15
719,0,27,0,1,2,0,0,0,1,49,0,112,3,2,5,4,16,3,0,0,84,282,0,1,0,0,1,0,17,28,0,20,25,0,24,0,15
778,0,29,0,1,2,0,0,0,1,52,0,127,3,2,5,4,17,4,0,0,93,300,0,1,0,0,1,0,17,32,0,22,25,0,25,0,18
822,0,31,0,1,2,0,0,0,1,53,0,133,3,2,6,4,17,4,0,0,100,322,0,1,0,0,1,0,17,34,0,23,25,0,27,0,18
878,0,31,0,1,2,0,0,0,1,53,0,151,3,2,6,4,18,4,0,0,104,341,0,1,0,0,1,0,18,41,0,24,25,0,30,0,20
936,0,31,0,1,2,0,0,0,1,53,0,162,3,2,7,4,19,4,0,0,111,368,0,1,0,0,1,0,19,50,0,24,25,0,31,0,20
1005,0,31,0,1,2,0,0,0,1,53,0,181,3,2,8,4,19,4,0,0,121,399,0,1,0,0,1,0,19,52,0,25,25,0,34,0,22
1076,0,31,0,1,2,0,0,0,1,55,0,197,3,2,8,4,20,4,0,0,131,431,0,1,0,0,1,0,19,55,0,27,25,0,39,0,22
1151,0,31,0,1,2,0,0,0,1,58,0,214,4,2,8,4,21,4,0,0,138,458,0,1,0,0,1,0,20,58,0,27,28,0,40,0,33
